CNPJ;RazaoSocial;Trimestre;Ano;ValorDespesas
;;2;2025;15760.0
;;2;2025;5410311.61
;;2;2025;365320.52
;;2;2025;3345180.54
;;2;2025;100000.0
;;2;2025;427250.14
;;2;2025;500.0
;;2;2025;329243.79
;;2;2025;1015701.85
;;2;2025;77376.29
;;2;2025;516.65
;;2;2025;823412.65
;;2;2025;6905.91
;;2;2025;73430.61
;;2;2025;279616.94
;;2;2025;1173157.17
;;2;2025;9711856.98
;;2;2025;2338627.19
;;2;2025;6835372.52
;;2;2025;259604.69
;;2;2025;88654.23
;;2;2025;259.08
;;2;2025;64626.58
;;2;2025;13718673.33
;;2;2025;68342.63
;;2;2025;133543765.93
;;2;2025;665763.95
;;2;2025;700196.94
;;2;2025;24000.0
;;2;2025;1210216.87
;;2;2025;33000.76
;;2;2025;402806.73
;;2;2025;27617.94
;;2;2025;4900.0
;;2;2025;192926.06
;;2;2025;1330103.74
;;2;2025;-1655.39
;;2;2025;17411.04
;;2;2025;11664.24
;;2;2025;98767.27
;;2;2025;76533.97
;;2;2025;24696.79
;;2;2025;155688.57
;;2;2025;22086.16
;;2;2025;800.0
;;2;2025;27000.0
;;2;2025;829272.33
;;2;2025;58129.92
;;2;2025;160515.41
;;2;2025;419276.82
;;2;2025;168242.24
;;2;2025;2582.84
;;2;2025;48101.82
;;2;2025;173660.91
;;2;2025;907.14
;;2;2025;17650.06
;;2;2025;78147.27
;;2;2025;3600.0
;;2;2025;540.0
;;2;2025;192407.27
;;2;2025;15000.0
;;2;2025;200057.79
;;2;2025;21100.0
;;2;2025;2842.92
;;2;2025;3477.86
;;2;2025;9544.45
;;2;2025;7565.84
;;2;2025;1520.16
;;2;2025;11674.85
;;2;2025;93.69
;;2;2025;1313.62
;;2;2025;1268.1
;;2;2025;107834.2
;;2;2025;173000.0
;;2;2025;534980.23
;;2;2025;38836.0
;;2;2025;150081.39
;;2;2025;1344.54
;;2;2025;1098353.55
;;2;2025;22656.62
;;2;2025;317553.05
;;2;2025;21447.94
;;2;2025;70563.92
;;2;2025;25862.6
;;2;2025;156423.89
;;2;2025;473.56
;;2;2025;5700.0
;;2;2025;1040311.85
;;2;2025;238338.87
;;2;2025;130.75
;;2;2025;115738.3
;;2;2025;53900.61
;;2;2025;1076386.94
;;2;2025;1280.0
;;2;2025;41262.19
;;2;2025;483584.3
;;2;2025;32.75
;;2;2025;1372.76
;;2;2025;78.44
;;2;2025;2144.44
;;2;2025;3617.27
;;2;2025;14229.49
;;2;2025;188014.84
;;2;2025;3292.74
;;2;2025;19896.59
;;2;2025;49986.16
;;2;2025;997822.71
;;2;2025;1781746.3
;;2;2025;73323.51
;;2;2025;10099720.76
;;2;2025;608221.61
;;2;2025;22808590.92
;;2;2025;827376.66
;;2;2025;7864.29
;;2;2025;3431606.67
;;2;2025;3511891.19
;;2;2025;3220406.56
;;2;2025;51794.57
;;2;2025;4105603.57
;;2;2025;1972520.97
;;3;2025;6156.57
;;3;2025;692000.0
;;3;2025;804717.48
;;3;2025;196906.77
;;3;2025;210886.93
;;3;2025;982792.33
;;3;2025;980806.18
;;3;2025;1647577.29
;;3;2025;474042.37
;;3;2025;524853.47
;;3;2025;41036.98
;;3;2025;398615.36
;;3;2025;2713763.28
;;3;2025;804093.07
;;3;2025;700937.99
;;3;2025;1137840.64
;;3;2025;583160.6
;;3;2025;1966882.16
;;3;2025;255458.62
;;3;2025;2501245.63
;;3;2025;878842.04
;;3;2025;584983.61
;;3;2025;1120037.53
;;3;2025;1716993.52
;;3;2025;1408.82
;;3;2025;2763974.7
;;3;2025;63127.2
;;3;2025;19896.59
;;3;2025;90147.27
;;3;2025;16403.05
;;3;2025;1243.15
;;3;2025;1630.0
;;3;2025;29054539.59
;;3;2025;550186556.17
;;3;2025;4400.88
;;3;2025;44057.16
;;3;2025;43646.78
;;3;2025;1173278.17
;;3;2025;241400.67
;;3;2025;240096.44
;;3;2025;97670.77
;;3;2025;127.81
;;3;2025;4282.21
;;3;2025;186203.48
;;3;2025;15878.91
;;3;2025;15674024.2
;;3;2025;4455941.5
;;3;2025;16613467.21
;;3;2025;6555.59
;;3;2025;4616.84
;;3;2025;250.85
;;3;2025;3556.75
;;3;2025;34385.24
;;3;2025;2342160.22
;;3;2025;2369.43
;;3;2025;1614262.41
;;3;2025;2882482.08
;;3;2025;118621.65
;;3;2025;48326016.66
;;3;2025;983971.67
;;3;2025;36899391.68
;;3;2025;1338517.38
;;3;2025;7864.29
;;3;2025;800.0
;;3;2025;7260.0
;;3;2025;791551.61
;;3;2025;95050.5
;;3;2025;536063.95
;;3;2025;7035.63
;;3;2025;621634.52
;;3;2025;500.0
;;3;2025;510823.79
;;3;2025;1659120.94
;;3;2025;3496189.47
;;3;2025;503113.49
;;3;2025;11080.78
;;3;2025;728603.34
;;3;2025;7766463.28
;;3;2025;1772180.28
;;3;2025;4091572.73
;;3;2025;658124.62
;;3;2025;973479.44
;;3;2025;1516.88
;;3;2025;4640.99
;;3;2025;85.13
;;3;2025;6806.06
;;3;2025;14161.64
;;3;2025;117927.16
;;3;2025;197699.12
;;3;2025;600099.93
;;3;2025;2407.89
;;3;2025;501383.25
;;3;2025;2582.84
;;3;2025;100951.43
;;3;2025;228996.91
;;3;2025;-400067.86
;;3;2025;11430.0
;;3;2025;32640.0
;;3;2025;31260.13
;;3;2025;21750.0
;;3;2025;252432.16
;;3;2025;-7000.0
;;3;2025;348528.68
;;3;2025;19200.0
;;3;2025;20191.2
;;3;2025;3584747.33
;;3;2025;73892.91
;;3;2025;201536.59
;;3;2025;90295.11
;;3;2025;1923.55
;;3;2025;276527.4
;;3;2025;283206.8
;;3;2025;87159.1
;;3;2025;38381.8
;;3;2025;13369.38
;;3;2025;7044.72
;;3;2025;28462.29
;;3;2025;881361.43
;;3;2025;950833.88
;;3;2025;429287.03
;;3;2025;1781862.06
;;3;2025;402958.41
;;3;2025;72398.56
;;3;2025;6263121.91
;;3;2025;8601800.4
;;3;2025;726632.09
;;3;2025;2425.0
;;3;2025;6758513.1
;;3;2025;240970.7
;;3;2025;128909.04
;;3;2025;17607.5
;;3;2025;3621816.7
;;3;2025;14613.26
;;3;2025;267162.6
;;3;2025;303654.86
;;3;2025;2730455.29
;;3;2025;97936.43
;;3;2025;7380.0
;;3;2025;15380.0
;;3;2025;751739.71
;;3;2025;228841.0
;;3;2025;647019.62
;;3;2025;7934.31
;;3;2025;48218.47
;;3;2025;9588.86
;;3;2025;28146.84
;;3;2025;51536.85
;;3;2025;216497.41
;;3;2025;3500.0
;;3;2025;501633.0
;;3;2025;24660.0
;;3;2025;10000.0
;;3;2025;74497.41
;;3;2025;497035.47
;;3;2025;823175.25
;;3;2025;94455.0
;;3;2025;102789.16
;;3;2025;1000.0
;;3;2025;77800.0
;;3;2025;4680.0
;;3;2025;454861.45
;;3;2025;23470.89
;;3;2025;8340888.66
;;3;2025;604803.82
;;3;2025;5171878.1
;;3;2025;7839.52
;;3;2025;167422.21
;;3;2025;14675.0
;;3;2025;6653.14
;;3;2025;290511.97
;;3;2025;92540.62
;;3;2025;206323.68
;;3;2025;738234.2
;;3;2025;760441.62
;;3;2025;4568.47
;;3;2025;25200.0
;;3;2025;15000.0
;;3;2025;207232.87
;;3;2025;12745.63
;;3;2025;29590.0
;;3;2025;1329643.25
;;3;2025;14791.5
;;3;2025;3805.2
;;3;2025;3477.86
;;3;2025;9684.85
;;3;2025;29993.1
;;3;2025;1520.16
;;3;2025;15382.73
;;3;2025;156.55
;;3;2025;1746.77
;;3;2025;1750.96
;;3;2025;107834.2
;;3;2025;1221800.48
;;3;2025;1899.0
;;3;2025;1912.0
;;3;2025;7879.33
;;3;2025;421882.3
;;3;2025;173167.82
;;3;2025;33760.26
;;3;2025;39569.21
;;3;2025;21529.6
;;3;2025;368.83
;;3;2025;1663.51
;;3;2025;11988.53
;;3;2025;623.48
;;3;2025;194369.74
;;3;2025;299202.6
;;3;2025;979207.94
;;3;2025;514199.25
;;3;2025;264183.79
;;3;2025;132426.84
;;3;2025;2300788.91
;;3;2025;877.66
;;3;2025;3380.66
;;3;2025;7444.61
;;3;2025;25974.11
;;3;2025;155802.34
;;3;2025;124538.52
;;3;2025;36980.03
;;3;2025;177051.69
;;3;2025;26588.82
;;3;2025;800.0
;;3;2025;41250.0
;;3;2025;2047179.11
;;3;2025;77376.29
;;3;2025;2016648.0
;;3;2025;86260.58
;;3;2025;15323.73
;;3;2025;351970.79
;;3;2025;136900.6
;;3;2025;229495.77
;;3;2025;15140.0
;;3;2025;1448661.68
;;3;2025;19500.0
;;3;2025;210503.42
;;3;2025;144.43
;;3;2025;19737.72
;;3;2025;20148.93
;;3;2025;1233.61
;;3;2025;22685488.1
;;3;2025;81788023.27
;;3;2025;109993512.47
;;3;2025;314530.54
;;3;2025;1433086.22
;;3;2025;1026681.07
;;3;2025;175.82
;;3;2025;16493029.63
;;3;2025;1636.32
;;3;2025;69009.23
;;3;2025;18221.4
;;3;2025;-280.39
;;3;2025;1239387.41
;;3;2025;1014137.13
;;3;2025;11002.93
;;3;2025;9179.14
;;3;2025;29547.94
;;3;2025;101975.92
;;3;2025;72653.58
;;3;2025;284324.77
;;3;2025;1668235.43
;;3;2025;12400.0
;;3;2025;172096.98
;;3;2025;-657920.0
;;3;2025;-141600.0
;;3;2025;-480.0
;;3;2025;435659.08
;;3;2025;1568119.45
;;3;2025;25375.6
;;3;2025;3120.0
;;3;2025;800.0
;;3;2025;35910.0
;;3;2025;866312.97
;;3;2025;766411.84
;;3;2025;290142.55
;;3;2025;984213.36
;;3;2025;135710.26
;;3;2025;7334.72
;;3;2025;16798.79
;;3;2025;113285.29
;;3;2025;41845.0
;;3;2025;380539.44
;;3;2025;7500.0
;;3;2025;376275.84
;;3;2025;222980.11
;;3;2025;41445.21
;;3;2025;526353.69
;;3;2025;37056.62
;;3;2025;641836.42
;;3;2025;79331.46
;;3;2025;2229176.25
;;3;2025;398119.17
;;3;2025;70405.77
;;3;2025;161913.67
;;3;2025;92980.18
;;3;2025;1840869.82
;;3;2025;1760.0
;;3;2025;62002.74
;;3;2025;910664.23
;;3;2025;11012.26
;;3;2025;3858.25
;;3;2025;32.75
;;3;2025;1372.76
;;3;2025;78.44
;;3;2025;49986.16
;;3;2025;16372.86
;;3;2025;3236157.19
;;3;2025;170557.16
;;3;2025;1225076.0
;;3;2025;34270.0
;;3;2025;585906.3
;;3;2025;777522.66
;;3;2025;2809104.52
;;3;2025;873507.96
;;3;2025;3759.01
;;3;2025;3885.07
;;3;2025;60476.43
;;3;2025;243300.52
;;3;2025;101244.88
;;3;2025;3598.27
;;3;2025;794255.06
;;3;2025;517945.77
;;3;2025;154035.26
;;3;2025;81853.56
;;3;2025;34000.0
;;3;2025;483529.94
;;3;2025;19281.18
;;3;2025;25296.09
;;3;2025;2675.57
;;3;2025;511688.28
;;3;2025;575880.75
;;3;2025;469399.78
;;3;2025;9120399.8
;;3;2025;1990.99
;;3;2025;-34254.65
;;3;2025;18098049.42
;;3;2025;394931.42
;;3;2025;38348278.63
;;3;2025;509603.7
;;3;2025;630194.33
;;3;2025;44798.21
;;3;2025;108256879.02
;;3;2025;24447601.37
;;3;2025;12498772.56
;;3;2025;628150.17
;;3;2025;161085392.24
;;3;2025;582231.53
;;3;2025;-17643.58
;;3;2025;3253218.09
;;3;2025;632076.55
;;3;2025;1342872.25
;;3;2025;16646.77
;;3;2025;1647146.02
;;3;2025;25182514.47
;;3;2025;9200.0
;;3;2025;176467.35
;;3;2025;12000.0
;;3;2025;480.0
;;3;2025;290370.65
;;3;2025;17411.04
;;3;2025;44901.78
;;3;2025;24000.0
;;3;2025;2000505.42
;;3;2025;48942.99
;;3;2025;156314.46
;;3;2025;2742.09
;;3;2025;8553.0
;;3;2025;39199.2
;;3;2025;1097191.79
;;3;2025;33620747.29
;;3;2025;28998.5
;;3;2025;10924760.91
;;3;2025;2050.0
;;3;2025;665763.95
;;3;2025;700196.94
;;3;2025;614555.07
;;3;2025;42576.17
;;3;2025;6900.0
;;3;2025;11664.24
;;3;2025;9439998.4
;;3;2025;7400.0
;;3;2025;17289.38
;;3;2025;385898.21
;;3;2025;2939.3
;;3;2025;0.08
;;3;2025;988.72
;;3;2025;37541.67
;;3;2025;469398.99
;;3;2025;481451.62
;;3;2025;38628.57
;;3;2025;4175.0
;;3;2025;13603.45
;;3;2025;86039.11
;;3;2025;9000.0
;;3;2025;31067.33
;;3;2025;77329.93
;;3;2025;4629.97
;;3;2025;225697.45
;;3;2025;24000.0
;;3;2025;5176.75
;;3;2025;52947.29
;;3;2025;2114606.73
;;3;2025;757831.96
;;3;2025;20064.98
;;3;2025;-4104.36
;;3;2025;1094568.86
;;3;2025;394356.8
;;3;2025;132464.32
;;3;2025;564.0
;;3;2025;1752263.76
;;3;2025;239614.59
;;3;2025;144966.79
;;3;2025;2004188.59
;;3;2025;331965.13
;;3;2025;154882.0
;;3;2025;1485134.24
;;3;2025;3100.0
;;3;2025;48715.0
;;3;2025;12733.71
;;3;2025;472713.94
;;3;2025;162689.13
;;3;2025;12800.0
;;3;2025;26633.59
;;3;2025;1100.91
;;3;2025;63570.57
;;3;2025;315172.02
;;3;2025;1275488.2
;;3;2025;21406.52
;;3;2025;871023.29
;;3;2025;-4474.7
;;3;2025;318.03
;;3;2025;75251.88
;;3;2025;19136.23
;;3;2025;13799.14
;;3;2025;7689.02
;;3;2025;2850.0
;;3;2025;319929.98
;;3;2025;477616.68
;;3;2025;11634.14
;;3;2025;551974.93
;;3;2025;264130.57
;;3;2025;75877.13
;;3;2025;49404.26
;;3;2025;45283.19
;;3;2025;20071.49
;;3;2025;191382.32
;;3;2025;473.56
;;3;2025;23660.0
;;3;2025;101116.23
;;3;2025;1344.54
;;3;2025;2149665.63
;;3;2025;86366.85
;;3;2025;20129.27
;;3;2025;476276.3
;;3;2025;239463.91
;;3;2025;1506390.08
;;3;2025;1138254.92
;;3;2025;476013.42
;;3;2025;97165.37
;;3;2025;45720.17
;;3;2025;77614.52
;;3;2025;1160239.21
;;3;2025;2600303.33
;;3;2025;306503.8
;;3;2025;161222.29
;;3;2025;32919.93
;;3;2025;7542.04
;;3;2025;5078.03
;;3;2025;18163.85
;;3;2025;121390.51
;;3;2025;108749.01
;;3;2025;23190.48
;;3;2025;218742.68
;;3;2025;15542074.38
;;3;2025;826228.61
;;3;2025;20000.0
;;3;2025;1500.0
;;3;2025;940.0
;;3;2025;13500.0
;;3;2025;4640.0
;;3;2025;-2989.48
;;3;2025;2420.0
;;3;2025;-545227.16
;;3;2025;9240.0
;;3;2025;219937.63
;;3;2025;1118925.54
;;3;2025;1421047.61
;;3;2025;4743095.74
;;3;2025;5150131.38
;;3;2025;20000.0
;;3;2025;95023.35
;;3;2025;161002.2
;;3;2025;510391.77
;;3;2025;137789.83
;;3;2025;6970.0
;;3;2025;86469.34
;;3;2025;2050343.86
;;3;2025;82500.0
;;3;2025;1042297.17
;;3;2025;147547.87
;;3;2025;133190.98
;;3;2025;374475.28
;;3;2025;228365.37
;;3;2025;68975.79
;;3;2025;600037.22
;;3;2025;21398.94
;;3;2025;1022561.63
;;3;2025;753686.2
;;3;2025;22521.06
